,Formatted_Date,Date,Title,Explanation,Link
17,10 February 1930,February 10,1930 Air Union Farman Goliath crash,"An Air Union Farman F.63 Goliath crashed during an emergency landing at Marden Airfield, Marden, Kent, following failure of the right tailplane, killing two of the six on board.",https://en.wikipedia.org/wiki/1930_Air_Union_Farman_Goliath_crash
154,10 January 1952,January 10,1952 Aer Lingus C-47 accident,"An Aer Lingus C-47 crashed near Llyn Gwynant after encountering a mountain wave triggered by Snowdon, killing all 23 on board.[1]",https://en.wikipedia.org/wiki/1952_Aer_Lingus_C-47_accident
772,10 January 1984,January 10,1984 Balkan Bulgarian Tupolev Tu-134 crash,"A Balkan Bulgarian Tupolev Tu-134 crashed into a forest near Sofia, Bulgaria, during a snowstorm killing all 50 people on board.",https://en.wikipedia.org/wiki/1984_Balkan_Bulgarian_Tupolev_Tu-134_crash
362,10 July 1965,July 10,1965 Skyways Coach-Air Avro 748 crash,"A Skyways Coach-Air Avro 748 crashed on landing at Lympne Airport, Kent, United Kingdom, due to a waterlogged runway; all 52 on board survive; this crash marks the first loss of the Avro 748/HS 748.",https://en.wikipedia.org/wiki/1965_Skyways_Coach-Air_Avro_748_crash
582,10 July 1974,July 10,1974 EgyptAir Tupolev Tu-154 crash,"An EgyptAir Tupolev Tu-154 crashed near Cairo International Airport during a training flight, killing all six crew members on board.",https://en.wikipedia.org/wiki/1974_EgyptAir_Tupolev_Tu-154_crash
1160,10 July 2000,July 10,Swiss International Air Lines Flight 850,"Swiss International Air Lines Flight 850, a Saab 2000, strikes an earth bank after landing at Werneuchen Airfield, Germany, after multiple diversions due to a storm system; all 20 on board survive the accident but the aircraft is written off.",https://en.wikipedia.org/wiki/Swiss_International_Air_Lines_Flight_850
550,10 June 1973,June 10,1973 Royal Nepal Airlines DHC-6 hijacking,"In the 1973 Royal Nepal Airlines DHC-6 hijacking, a De Havilland Canada DHC-6 Twin Otter operated by Royal Nepal Airlines was hijacked after takeoff from Biratnagar Airport, Nepal. The hijackers forced the pilot-in-command to land in a grass field in Forbesganj, Bihar, India. All 19 occupants survived.",https://en.wikipedia.org/wiki/1973_Royal_Nepal_Airlines_DHC-6_hijacking
75,10 March 1946,March 10,1946 Australian National Airways DC-3 crash,"The 1946 Australian National Airways DC-3 crash near Hobart, Tasmania, killed all 25 on board.",https://en.wikipedia.org/wiki/1946_Australian_National_Airways_DC-3_crash
118,10 March 1949,March 10,1949 Queensland Airlines Lockheed Lodestar crash,"A Queensland Airlines Lockheed Lodestar crashed on takeoff from Coolangatta airstrip, killing all 21 on board.",https://en.wikipedia.org/wiki/1949_Queensland_Airlines_Lockheed_Lodestar_crash
500,10 November 1971,November 10,1971 Indian Ocean Vickers Viscount crash,"A Merpati Nusantara Vickers Viscount 828 crashed in the Indian Ocean off the west coast of Sumatra, Indonesia, on approach to Tab ing Airport in Padang, due to poor visibility in bad weather; all 69 people on board were killed.",https://en.wikipedia.org/wiki/1971_Indian_Ocean_Vickers_Viscount_crash
1074,10 October 1998,October 10,1998 Lignes Aériennes Congolaises crash,"The 1998 Lignes Aériennes Congolaises crash occurs when rebels using a Strela 2 missile shoot down the Boeing 727, which crashes near Kindu, Democratic Republic of Congo, killing all 41 on board.",https://en.wikipedia.org/wiki/1998_Lignes_A%C3%A9riennes_Congolaises_crash
620,10 September 1976,September 10,1976 Zagreb mid-air collision,"In the 1976 Zagreb mid-air collision,  British Airways Flight 476, a Hawker Siddeley Trident, and Inex-Adria Aviopromet Flight 550, a McDonnell Douglas DC-9, collided near Zagreb, Yugoslavia, killing all 176 people on board both aircraft.",https://en.wikipedia.org/wiki/1976_Zagreb_mid-air_collision
400,11 April 1967,April 11,1967 Air Algérie DC-4 crash,"An Air Algérie DC-4 crashed into a mountain near Tamanrasset, Algeria, killing 35 of 39 on board.",https://en.wikipedia.org/wiki/1967_Air_Alg%C3%A9rie_DC-4_crash
683,11 August 1979,August 11,1979 Dniprodzerzhynsk mid-air collision,The 1979 Dniprodzerzhynsk mid-air collision between two Aeroflot Tupolev Tu-134s killed 178.,https://en.wikipedia.org/wiki/1979_Dniprodzerzhynsk_mid-air_collision
83,11 January 1947,January 11,1947 BOAC Douglas C-47 crash,"In the 1947 BOAC Douglas C-47 crash, a BOAC Douglas C-47A crashed into Barley Hill near Stowting, Kent, United Kingdom, due to fuel starvation, killing eight of the 16 on board.",https://en.wikipedia.org/wiki/1947_BOAC_Douglas_C-47_crash
680,11 July 1979,July 11,1979 Garuda Fokker F28 crash,"A Garuda Indonesia Fokker F28 struck a volcano on approach to Medan Airport, Indonesia, killing all 61 on board.",https://en.wikipedia.org/wiki/1979_Garuda_Fokker_F28_crash
751,11 March 1983,March 11,1983 Avensa Douglas DC-9 crash,"In the 1983 Avensa Douglas DC-9 crash, a Douglas DC-9 crashes at Barquisimeto Airport, Venezuela, killing 22 passengers and one crew member.",https://en.wikipedia.org/wiki/1983_Avensa_Douglas_DC-9_crash
1342,11 November 2010,November 11,2010 Tarco Airlines Antonov An-24 crash,"A Tarco Airlines Antonov An-24 crashed on landing at Zalingei Airport, Sudan, killing 2-6 of the 44 occupants on board.",https://en.wikipedia.org/wiki/2010_Tarco_Airlines_Antonov_An-24_crash
291,11 September 1961,September 11,1961 President Airlines Douglas DC-6 crash,"A President Airlines Douglas DC-6 crashed shortly after takeoff from Shannon Airport en route to Gander due to loss of control caused by possible pilot error, killing all 83 passengers and crew on board. The crash remains the worst in Irish territory.",https://en.wikipedia.org/wiki/1961_President_Airlines_Douglas_DC-6_crash
1142,11 September 1989,September 11,Delta Air Lines Flight 1989,"Delta Air Lines Flight 1989, a Boeing 767-332ER was a scheduled flight from Logan International Airport to Los Angeles International Airport. The plane experienced a suspected hijacking and safely landed at Cleveland Hopkins International Airport.",https://en.wikipedia.org/wiki/Delta_Air_Lines_Flight_1989
900,11 September 1990,September 11,1990 Faucett Perú Boeing 727 disappearance,"A Faucett Perú Boeing 727 on a re-positioning flight disappears in an area of the Atlantic Ocean approximately 180 miles (160 nmi; 290 km) southeast of Cape Race, Newfoundland, Canada with 16 passengers and crew on board.",https://en.wikipedia.org/wiki/1990_Faucett_Per%C3%BA_Boeing_727_disappearance
163,12 August 1952,August 12,1952 Palmeiras de Goias Transportes Aéreos Nacional Douglas C-47 crash,A Transportes Aéreos Nacional Douglas C-47A crashes on a domestic flight in Brazil following an in-flight fire; all 24 on board die.,https://en.wikipedia.org/wiki/1952_Palmeiras_de_Goias_Transportes_A%C3%A9reos_Nacional_Douglas_C-47_crash
186,12 January 1955,January 12,1955 Cincinnati mid-air collision,"TWA Flight 694, a Martin 2-0-2, collided with a privately owned Douglas DC-3 over Cincinnati, Ohio, killing all 15 on board both aircraft.",https://en.wikipedia.org/wiki/1955_Cincinnati_mid-air_collision
285,12 July 1961,July 12,ČSA Flight 511 (July 1961),"ČSA Flight 511, an Ilyushin Il-18, crashed at Anfa Airport, Morocco for reasons unknown, killing all 72 on board.",https://en.wikipedia.org/wiki/%C4%8CSA_Flight_511_(July_1961)
134,12 June 1950,"1950 Air France multiple Douglas DC-4 accidents:
June 12",1950 Air France multiple Douglas DC-4 accidents,"An Air France Douglas DC-4 (F-BBDE) on a flight from Saigon to Paris crashed in the Arabian Sea while on approach to Bahrain Airport, killing 46 of 52 on board.
June 14",https://en.wikipedia.org/wiki/1950_Air_France_multiple_Douglas_DC-4_accidents
737,12 June 1982,June 12,1982 TABA Fairchild FH-227 accident,"A TABA Fairchild FH-227 crashes at Tabatinga Airport, Brazil; all 44 on board are killed.",https://en.wikipedia.org/wiki/1982_TABA_Fairchild_FH-227_accident
1356,12 June 2011,June 12,2011 Lightship Europe airship crash,"A Lightship Europe airship crashed and caught fire while landing in Reichelsheim, Germany, after a flight from Oberursel, killing one of the 4 people on board.",https://en.wikipedia.org/wiki/2011_Lightship_Europe_airship_crash
101,12 March 1999,March 12,Northwest Airlines Flight 4422,"Northwest Airlines Flight 4422, a Douglas C-54 Skymaster, crashed into Mount Sanford in the Alaska Territory (now Alaska), killing all 30 on board; although found, the wreckage was initially inaccessible and was not rediscovered until 1999 after being buried for more than 50 years.",https://en.wikipedia.org/wiki/Northwest_Airlines_Flight_4422
105,12 May 1948,May 12,1948 Sabena Douglas DC-4 crash,"In the 1948 Sabena Douglas DC-4 crash, a Douglas DC-4 crashed near Libenge, Belgian Congo (now Democratic Republic of the Congo) after flying into a tornado, killing 31 of 32 on board.",https://en.wikipedia.org/wiki/1948_Sabena_Douglas_DC-4_crash
307,12 May 1962,May 12,1962 Godthab Catalina crash,"An Eastern Provincial Airlines Canso flying boat sunk at Godthab Harbour, Greenland, killing 15 of the 21 on board.",https://en.wikipedia.org/wiki/1962_Godthab_Catalina_crash
